artist,album,label,release_year,reviewer,score,accolade,publish_date,url
Vatican Shadow,Ornamented Walls, Modern Love,2012,Grayson Currin, 7.4 , ,2012-10-22,http://pitchfork.com/reviews/albums/17322-ornamented-walls/
Sky Ferreira,Ghost EP, Capitol,2012,Katherine St. Asaph, 7.0 , ,2012-10-19,http://pitchfork.com/reviews/albums/17305-ghost/
Jason Molina,Autumn Bird Songs, Graveface,2012,Stephen M. Deusner, 7.1 , ,2012-10-19,http://pitchfork.com/reviews/albums/17266-autumn-bird-songs/
Prince Paul,Negroes on Ice, Nature Sounds,2012,Miles Raymer, 6.5 , ,2012-10-19,http://pitchfork.com/reviews/albums/17197-negroes-on-ice/
Times New Viking,Over & Over EP, Siltbreeze,2012,Paul Thompson, 6.9 , ,2012-10-19,http://pitchfork.com/reviews/albums/17184-over-over/
Race Horses,Furniture, Stolen,2012,Stuart Berman, 7.0 , ,2012-10-19,http://pitchfork.com/reviews/albums/17284-furniture/
Philip Glass,Rework: Philip Glass Remixed, Kora / Orange / Ernest Jenning,2012,Mike Powell, 6.5 , ,2012-10-18,http://pitchfork.com/reviews/albums/16745-glasscuts-philip-glass-remixed/
Cee-Lo Green,Cee Lo's Magic Moment, Elektra,2012,Jessica Hopper, 5.9 , ,2012-10-18,http://pitchfork.com/reviews/albums/17250-cee-los-magic-moment/
Jason Lytle,Dept. of Disappearance, Anti-,2012,Stephen M. Deusner, 5.9 , ,2012-10-18,http://pitchfork.com/reviews/albums/17178-dept-of-disappearance/
Naomi Punk,The Feeling, Captured Tracks / Couple Skate,2012,Martin Douglas, 7.6 , ,2012-10-18,http://pitchfork.com/reviews/albums/17248-the-feeling/
Zodiac,Zodiac EP, Vase,2012,Miles Raymer, 6.8 , ,2012-10-18,http://pitchfork.com/reviews/albums/17238-zodiac-ep/
Pinback,Information Retrieved, Temporary Residence,2012,Ian Cohen, 6.8 , ,2012-10-17,http://pitchfork.com/reviews/albums/17179-information-retrieved/
Icona Pop,The Iconic EP, Big Beat,2012,Lindsay Zoladz, 7.5 , ,2012-10-17,http://pitchfork.com/reviews/albums/17247-the-iconic-ep/
Rudi Zygadlo,Tragicomedies, Planet Mu,2012,Ruth Saxelby, 7.5 , ,2012-10-17,http://pitchfork.com/reviews/albums/17188-tragicomedies/
Chelsea Wolfe,Unknown Rooms: A Collection of Acoustic Songs, Sargent House,2012,Jayson Greene, 7.7 , ,2012-10-17,http://pitchfork.com/reviews/albums/17180-unknown-rooms-a-collection-of-acoustic-songs/
Letting Up Despite Great Faults,Untogether, Rallye / New Words,2012,Stuart Berman, 6.0 , ,2012-10-17,http://pitchfork.com/reviews/albums/17173-untogether/
Daphni,Jiaolong, Jiaolong,2012,Andrew Gaerig, 7.5 , ,2012-10-16,http://pitchfork.com/reviews/albums/17183-jiaolong/
Of Montreal,Daughter of Cloud, Polyvinyl,2012,Steven Hyden, 5.8 , ,2012-10-16,http://pitchfork.com/reviews/albums/17252-daughter-of-cloud/
Tamaryn,Tender New Signs, Mexican Summer,2012,Harley Brown, 7.5 , ,2012-10-16,http://pitchfork.com/reviews/albums/17177-tender-new-signs/
Two Fingers,Stunt Rhythms, Big Dada,2012,Miles Raymer, 5.6 , ,2012-10-16,http://pitchfork.com/reviews/albums/17122-stunt-rhythms/
Earlimart,System Preferences, The Ship,2012,Paul Thompson, 5.7 , ,2012-10-16,http://pitchfork.com/reviews/albums/17105-system-preferences/
Godspeed You! Black Emperor,Allelujah! Don't Bend! Ascend!, Constellation,2012,Mark Richardson, 9.3 , Best New Music ,2012-10-15,http://pitchfork.com/reviews/albums/17283-allelujah-dont-bend-ascend/
Ben Gibbard,Former Lives, Barsuk,2012,Ian Cohen, 6.0 , ,2012-10-15,http://pitchfork.com/reviews/albums/17176-former-lives/
Matmos,The Ganzfeld EP, Thrill Jockey,2012,Nick Neyland, 6.4 , ,2012-10-15,http://pitchfork.com/reviews/albums/17175-the-ganzfeld-ep/
Young Dro,Ralph Lauren Reefa, self-released,2012,Jayson Greene, 7.8 , ,2012-10-15,http://pitchfork.com/reviews/albums/17307-ralph-lauren-reefa/
Car Bomb,w^w^^w^w, self-released,2012,Andy O'Connor, 7.6 , ,2012-10-15,http://pitchfork.com/reviews/albums/17309-wwwv/
Converge,All We Love We Leave Behind, Epitaph,2012,Brandon Stosuy, 8.6 , Best New Music ,2012-10-12,http://pitchfork.com/reviews/albums/17132-all-we-love-we-leave-behind/
MellowHype,Numbers, Odd Future,2012,Jordan Sargent, 6.7 , ,2012-10-12,http://pitchfork.com/reviews/albums/17119-numbers/
Sabbath Assembly,Ye Are Gods, Ajna Offensive,2012,Kim Kelly, 7.6 , ,2012-10-12,http://pitchfork.com/reviews/albums/17199-ye-are-gods/
Various Artists,I Love Grime, Rinse,2012,Lisa Blanning, 7.0 , ,2012-10-12,http://pitchfork.com/reviews/albums/17229-i-love-grime/
Ladyhawk,No Can Do, Triple Crown,2012,Sam Hockley-Smith, 7.5 , ,2012-10-12,http://pitchfork.com/reviews/albums/17245-no-can-do/
Trash Talk,119, Odd Future,2012,Steven Hyden, 7.4 , ,2012-10-11,http://pitchfork.com/reviews/albums/17135-119/
Royal Trux,Accelerator, Drag City,2012,Stuart Berman, 8.8 , Best New Reissue ,2012-10-11,http://pitchfork.com/reviews/albums/17243-accelerator/
Fabulous Diamonds,Commercial Music, Chapter Music,2012,Nick Neyland, 6.5 , ,2012-10-11,http://pitchfork.com/reviews/albums/17007-commercial-music/
Night Moves,Colored Emotions, Domino,2012,Harley Brown, 6.7 , ,2012-10-11,http://pitchfork.com/reviews/albums/17230-colored-emotions/
Shed,The Killer, 50 Weapons,2012,Tim Finney, 7.4 , ,2012-10-11,http://pitchfork.com/reviews/albums/17242-the-killer/
Metz,Metz, Sub Pop,2012,Stuart Berman, 8.5 , Best New Music ,2012-10-10,http://pitchfork.com/reviews/albums/17170-metz/
A.C. Newman,Shut Down The Streets, Matador / Last Gang / Fire,2012,Steven Hyden, 6.8 , ,2012-10-10,http://pitchfork.com/reviews/albums/17200-shut-down-the-streets/
PAWS,Cokefloat!, Fat Cat,2012,Ian Cohen, 7.1 , ,2012-10-10,http://pitchfork.com/reviews/albums/17172-cokefloat/
Royal-T,Rinse Presents: Royal-T, Rinse,2012,Tim Finney, 7.2 , ,2012-10-10,http://pitchfork.com/reviews/albums/17282-rinse-presents/
Chrome Canyon,Elemental Themes, Stones Throw,2012,Zach Kelly, 6.3 , ,2012-10-10,http://pitchfork.com/reviews/albums/17231-elemental-themes/
Ty Segall,Twins, Drag City,2012,Evan Minsker, 8.0 , ,2012-10-09,http://pitchfork.com/reviews/albums/17133-twins/
WHY?,"Mumps, etc.", Anticon / City Slang,2012,Ian Cohen, 2.8 , ,2012-10-09,http://pitchfork.com/reviews/albums/17136-mumps-etc/
Lord Huron,Lonesome Dreams, IAMSOUND,2012,Paul Thompson, 5.6 , ,2012-10-09,http://pitchfork.com/reviews/albums/17158-lonesome-dreams/
Weapon,Embers and Revelations, Relapse,2012,Kim Kelly, 7.8 , ,2012-10-09,http://pitchfork.com/reviews/albums/17198-embers-and-revelations/
Ricardo Donoso,Assimilating the Shadow, Digitalis,2012,Marc Masters, 7.6 , ,2012-10-09,http://pitchfork.com/reviews/albums/17241-assimilating-the-shadow/
Tame Impala,Lonerism, Modular,2012,Ian Cohen, 9.0 , Best New Music ,2012-10-08,http://pitchfork.com/reviews/albums/17131-lonerism/
John Cale,Shifty Adventures in Nookie Wood, Double Six,2012,Jayson Greene, 6.0 , ,2012-10-08,http://pitchfork.com/reviews/albums/17120-shift-adventures-in-nookie-wood/
Homeboy Sandman,First of a Living Breed, Stones Throw,2012,Jonah Bromwich, 7.1 , ,2012-10-08,http://pitchfork.com/reviews/albums/17074-first-of-a-dying-breed/
Maserati,Maserati VII, Temporary Residence,2012,Joe Tangari, 7.7 , ,2012-10-08,http://pitchfork.com/reviews/albums/17239-maserati-vii/
Woo,It's Cosy Inside, Drag City,2012,Mike Powell, 7.8 , ,2012-10-08,http://pitchfork.com/reviews/albums/17263-its-cosy-inside/
Death Grips,NO LOVE DEEP WEB, self-released,2012,Grayson Currin, 8.2 , ,2012-10-05,http://pitchfork.com/reviews/albums/17216-no-love-deep-web/
Taken by Trees,Other Worlds, Secretly Canadian,2012,Andy Beta, 7.6 , ,2012-10-05,http://pitchfork.com/reviews/albums/17130-other-worlds/
Sensations' Fix,Music Is Painting in the Air, Rvng Intl.,2012,Nick Neyland, 7.8 , ,2012-10-05,http://pitchfork.com/reviews/albums/17157-music-is-painting-in-the-air/
MS MR,Candy Bar Creep Show, Creep City,2012,Katherine St. Asaph, 7.4 , ,2012-10-05,http://pitchfork.com/reviews/albums/17234-candy-bar-creep-show/
Rangda,Formerly Extinct, Drag City,2012,Matthew Murphy, 7.9 , ,2012-10-05,http://pitchfork.com/reviews/albums/17166-formerly-extinct/
Miguel,Kaleidoscope Dream, RCA,2012,Andrew Ryce, 8.4 , Best New Music ,2012-10-04,http://pitchfork.com/reviews/albums/17125-kaleidoscope-dream/
Freddie Gibbs,Baby Face Killa, self-released,2012,Jonah Bromwich, 8.2 , ,2012-10-04,http://pitchfork.com/reviews/albums/17235-baby-face-killa/
Menace Ruine,Alight in Ashes, Profound Lore,2012,Grayson Currin, 7.7 , ,2012-10-04,http://pitchfork.com/reviews/albums/17127-alight-in-ashes/
Young Smoke,Space Zone, Planet Mu,2012,Larry Fitzmaurice, 7.0 , ,2012-10-04,http://pitchfork.com/reviews/albums/17196-space-zone/
Seapony,Falling, Hardly Art,2012,Marc Hogan, 6.6 , ,2012-10-04,http://pitchfork.com/reviews/albums/17028-falling/
Ultraísta,Ultraísta, Temporary Residence,2012,Larry Fitzmaurice, 6.4 , ,2012-10-03,http://pitchfork.com/reviews/albums/17124-ultraista/
Beth Orton,Sugaring Season, Anti-,2012,Grayson Currin, 7.7 , ,2012-10-03,http://pitchfork.com/reviews/albums/17126-sugaring-season/
Sun Airway,Soft Fall, Dead Oceans,2012,Paul Thompson, 7.3 , ,2012-10-03,http://pitchfork.com/reviews/albums/17113-soft-fall/
Moon Duo,Circles, Sacred Bones,2012,Zach Kelly, 7.6 , ,2012-10-03,http://pitchfork.com/reviews/albums/17121-circles/
Sarin Smoke,Vent, MIE,2012,Marc Masters, 7.1 , ,2012-10-03,http://pitchfork.com/reviews/albums/17237-vent/
The Mountain Goats,Transcendental Youth, Merge / Tomlab / Remote Control / Moorworks,2012,Lindsay Zoladz, 7.8 , ,2012-10-02,http://pitchfork.com/reviews/albums/17112-transcendental-youth/
Muse,The 2nd Law, Warner Bros.,2012,Ian Cohen, 5.5 , ,2012-10-02,http://pitchfork.com/reviews/albums/17281-the-2nd-law/
Field Music,Play..., Memphis Industries,2012,Eric Harvey, 6.8 , ,2012-10-02,http://pitchfork.com/reviews/albums/17195-play/
Terror Danjah,The Dark Crawler, Hyperdub,2012,Andrew Gaerig, 5.7 , ,2012-10-02,http://pitchfork.com/reviews/albums/17155-the-dark-crawler/
The Hood Internet,FEAT, Decon,2012,Jordan Sargent, 3.0 , ,2012-10-02,http://pitchfork.com/reviews/albums/17040-feat/
Flying Lotus,Until The Quiet Comes, Warp,2012,Mark Richardson, 8.5 , Best New Music ,2012-10-01,http://pitchfork.com/reviews/albums/17115-until-the-quiet-comes/
Patrick Wolf,Sundark and Riverlight, Essential / Bloody Chamber,2012,Katherine St. Asaph, 6.8 , ,2012-10-01,http://pitchfork.com/reviews/albums/17111-sundark-and-riverlight/
Mark Eitzel,Don't Be a Stranger, Merge,2012,Brian Howe, 7.4 , ,2012-10-01,http://pitchfork.com/reviews/albums/17116-dont-be-a-stranger/
Tilly and the Wall,Heavy Mood, Team Love,2012,Lindsay Zoladz, 5.9 , ,2012-10-01,http://pitchfork.com/reviews/albums/17114-heavy-mood/
Weird Weeds,The Weird Weeds, Sedimental,2012,Marc Masters, 7.5 , ,2012-10-01,http://pitchfork.com/reviews/albums/17236-weird-weeds/
Yoko Ono / Kim Gordon / Thurston Moore,YOKOKIMTHURSTON, Chimera,2012,Stuart Berman, 5.0 , ,2012-09-28,http://pitchfork.com/reviews/albums/17096-yokokimthurston/
Blut Aus Nord,777: Cosmosophy, Debemur Morti,2012,Grayson Currin, 8.5 , ,2012-09-28,http://pitchfork.com/reviews/albums/17081-777-cosmosophy/
Alt-J,An Awesome Wave, Canvasback,2012,Laura Snapes, 4.8 , ,2012-09-28,http://pitchfork.com/reviews/albums/17233-an-awesome-wave/
Levek,Look a Little Closer, Lefse,2012,Ian Cohen, 6.0 , ,2012-09-28,http://pitchfork.com/reviews/albums/17194-look-a-little-closer/
Valgeir Sigurðsson,Architecture of Loss, Bedroom Community,2012,Brian Howe, 7.0 , ,2012-09-28,http://pitchfork.com/reviews/albums/17107-architecture-of-loss/
Lupe Fiasco,Food & Liquor II: The Great American Rap Album Pt. 1, Atlantic / First & Fifteenth,2012,Jayson Greene, 6.8 , ,2012-09-27,http://pitchfork.com/reviews/albums/17148-food-liquor-ii-the-great-american-rap-album-pt-1/
Frightened Rabbit,State Hospital EP, Canvasback / Atlantic,2012,Ian Cohen, 6.1 , ,2012-09-27,http://pitchfork.com/reviews/albums/17097-state-hospital-ep/
Nü Sensae,Sundowning, Suicide Squeeze,2012,Jenn Pelly, 8.0 , ,2012-09-27,http://pitchfork.com/reviews/albums/17193-sundowning/
Sera Cahoone,Deer Creek Canyon, Sub Pop,2012,Rachael Maddux, 7.8 , ,2012-09-27,http://pitchfork.com/reviews/albums/17108-deer-creek-canyon/
Aluk Todolo,Occult Rock, Ajna Offensive,2012,Grayson Currin, 7.7 , ,2012-09-27,http://pitchfork.com/reviews/albums/17191-occult-rock/
Lightning Bolt,Oblivion Hunter EP, Load,2012,Jess Harvell, 7.2 , ,2012-09-26,http://pitchfork.com/reviews/albums/17110-oblivion-hunter-ep/
Waka Flocka Flame,Salute Me or Shoot Me 4: Banned From America, self-released,2012,Jordan Sargent, 6.7 , ,2012-09-26,http://pitchfork.com/reviews/albums/17228-salute-me-or-shoot-me-4-banned-from-america/
Oneohtrix Point Never / Rene Hell,Music For Reliquary House / In 1980 I Was a Blue Square, NNA Tapes,2012,Nick Neyland, 6.6 , ,2012-09-26,http://pitchfork.com/reviews/albums/17106-music-for-reliquary-house-in-1980-i-was-a-blue-square/
Chris Cohen,Overgrown Path, Captured Tracks,2012,Jayson Greene, 7.6 , ,2012-09-26,http://pitchfork.com/reviews/albums/17165-overgrown-path/
Juju & Jordash,Techno Primitivism, Dekmantel,2012,Andy Beta, 7.9 , ,2012-09-26,http://pitchfork.com/reviews/albums/17192-techno-primitivism/
R.E.M.,Document, Capitol,2012,Stephen M. Deusner, 8.2 , ,2012-09-25,http://pitchfork.com/reviews/albums/17079-document/
Pet Shop Boys,Elysium, Astralwerks,2012,Douglas Wolk, 5.4 , ,2012-09-25,http://pitchfork.com/reviews/albums/17032-elysium/
Melody's Echo Chamber,Melody's Echo Chamber, Fat Possum,2012,Lindsay Zoladz, 7.4 , ,2012-09-25,http://pitchfork.com/reviews/albums/17095-melodys-echo-chamber/
Tussle,Tempest, Smalltown Supersound,2012,Jess Harvell, 6.0 , ,2012-09-25,http://pitchfork.com/reviews/albums/17078-tempest/
Robert Hood,Motor Nighttime World 3, Music Man,2012,Andrew Gaerig, 7.3 , ,2012-09-25,http://pitchfork.com/reviews/albums/17049-motor-nighttime-world-3/
Dum Dum Girls,End of Daze EP, Sub Pop,2012,Lindsay Zoladz, 8.3 , Best New Music ,2012-09-24,http://pitchfork.com/reviews/albums/17084-end-of-daze-ep/
Ricardo Villalobos,Dependent and Happy, Perlon,2012,Mike Powell, 8.2 , ,2012-09-24,http://pitchfork.com/reviews/albums/17156-dependent-and-happy/
Mala,Mala in Cuba, Brownswood,2012,Jonah Bromwich, 6.6 , ,2012-09-24,http://pitchfork.com/reviews/albums/17202-mala-in-cuba/
Enslaved,RIITIIR, Nuclear Blast,2012,Grayson Currin, 6.4 , ,2012-09-24,http://pitchfork.com/reviews/albums/17147-riitiir/
The Soft Pack,Strapped, Mexican Summer,2012,Aaron Leitko, 6.8 , ,2012-09-24,http://pitchfork.com/reviews/albums/17077-strapped/
Dinosaur Jr.,I Bet on Sky, Jagjaguwar,2012,Brandon Stosuy, 7.9 , ,2012-09-21,http://pitchfork.com/reviews/albums/17050-i-bet-on-sky/
Kreayshawn,Somethin 'Bout Kreay, Columbia,2012,Carrie Battan, 3.0 , ,2012-09-21,http://pitchfork.com/reviews/albums/16912-somethin-bout-kreay/
Lavender Diamond,Incorruptible Heart, Paracadute,2012,Rachael Maddux, 7.0 , ,2012-09-21,http://pitchfork.com/reviews/albums/17088-incorruptible-heart/
Efterklang,Piramida, 4AD,2012,Matthew Murphy, 5.7 , ,2012-09-21,http://pitchfork.com/reviews/albums/17087-piramida/
Buke and Gase,Function Falls, Brassland,2012,Laura Snapes, 7.8 , ,2012-09-21,http://pitchfork.com/reviews/albums/17189-function-falls/
How to Dress Well,Total Loss, Acéphale / Weird World,2012,Ian Cohen, 8.4 , Best New Music ,2012-09-20,http://pitchfork.com/reviews/albums/17046-total-loss/
iamamiwhoami,Kin, Cooperative,2012,Katherine St. Asaph, 7.6 , ,2012-09-20,http://pitchfork.com/reviews/albums/16722-kin/
The Jon Spencer Blues Explosion,Meat and Bone, Boombox / Mom + Pop,2012,Stuart Berman, 7.3 , ,2012-09-20,http://pitchfork.com/reviews/albums/17056-meat-and-bone/
Ben Folds Five,The Sound of The Life of The Mind, ImaVeePee Records / Sony,2012,Stephen M. Deusner, 3.5 , ,2012-09-20,http://pitchfork.com/reviews/albums/17058-the-sound-of-the-life-of-the-mind/
Winterfylleth,The Threnody of Triumph, Candlelight,2012,Kim Kelly, 7.9 , ,2012-09-20,http://pitchfork.com/reviews/albums/17149-the-threnody-of-triumph/
Band of Horses,Mirage Rock, Columbia,2012,Steven Hyden, 4.0 , ,2012-09-19,http://pitchfork.com/reviews/albums/17042-mirage-rock/
The Gaslamp Killer,Breakthrough, Brainfeeder,2012,Nate Patrin, 7.7 , ,2012-09-19,http://pitchfork.com/reviews/albums/17038-breakthrough/
Brother Ali,Mourning In America and Dreaming In Color, Rhymesayers/Warner,2012,Nate Patrin, 7.9 , ,2012-09-19,http://pitchfork.com/reviews/albums/16941-brother-ali-mourning-in-america-and-dreaming-in-color/
James Iha,Look to the Sky, The End,2012,Ian Cohen, 2.9 , ,2012-09-19,http://pitchfork.com/reviews/albums/17048-look-to-the-sky/
Sic Alps,Sic Alps, Drag City,2012,Aaron Leitko, 7.8 , ,2012-09-19,http://pitchfork.com/reviews/albums/17030-sic-alps/
G.O.O.D. Music,Cruel Summer, Def Jam / GOOD,2012,Jayson Greene, 6.5 , ,2012-09-18,http://pitchfork.com/reviews/albums/16994-cruel-summer/
Woods,Bend Beyond, Woodsist,2012,Steven Hyden, 8.1 , ,2012-09-18,http://pitchfork.com/reviews/albums/17047-bend-beyond/
The Sea and Cake,Runner, Thrill Jockey,2012,Joe Tangari, 7.2 , ,2012-09-18,http://pitchfork.com/reviews/albums/17055-runner/
Gunplay,601 & Snort, Maybach,2012,David Drake, 6.2 , ,2012-09-18,http://pitchfork.com/reviews/albums/17160-601-snort/
Hooded Menace,Effigies of Evil, Relapse,2012,Grayson Currin, 6.0 , ,2012-09-18,http://pitchfork.com/reviews/albums/17076-effigies-of-evil/
Grizzly Bear,Shields, Warp,2012,Lindsay Zoladz, 9.1 , Best New Music ,2012-09-17,http://pitchfork.com/reviews/albums/17037-shields/
Corin Tucker Band,Kill My Blues, Kill Rock Stars,2012,Jessica Hopper, 6.5 , ,2012-09-17,http://pitchfork.com/reviews/albums/17043-kill-my-blues/
Sun Araw,The Inner Treaty, Drag City / Sun Ark,2012,Mike Powell, 7.0 , ,2012-09-17,http://pitchfork.com/reviews/albums/17041-the-inner-treaty/
Six Organs of Admittance,Ascent, Drag City,2012,Matthew Murphy, 7.5 , ,2012-09-17,http://pitchfork.com/reviews/albums/17185-ascent/
Calexico,Algiers, Anti-,2012,Stephen M. Deusner, 7.3 , ,2012-09-17,http://pitchfork.com/reviews/albums/17033-algiers/
DJ Shadow,"Total Breakdown: Hidden Transmissions From The MPC Era, 1992-1996", self-released,2012,Nate Patrin, 6.0 , ,2012-09-14,http://pitchfork.com/reviews/albums/17145-total-breakdown-hidden-transmissions-from-the-mpc-era-1992-1996/
Holy Other,Held, Tri Angle,2012,Ruth Saxelby, 8.0 , ,2012-09-14,http://pitchfork.com/reviews/albums/16971-held/
Neil Halstead,Palindrome Hunches, Brushfire,2012,Ned Raggett, 7.1 , ,2012-09-14,http://pitchfork.com/reviews/albums/17036-palindrome-hunches/
Gaza,No Absolutes in Human Suffering, Black Market Activities,2012,Brandon Stosuy, 7.4 , ,2012-09-14,http://pitchfork.com/reviews/albums/17102-no-absolutes-in-human-suffering/
Zs,Score: The Complete Sextet Works 2002-2007, Northern Spy,2012,Marc Masters, 7.8 , ,2012-09-14,http://pitchfork.com/reviews/albums/17104-score-the-complete-sextet-works-2002-2007/
Bob Dylan,Tempest, Columbia,2012,Amanda Petrusich, 6.8 , ,2012-09-13,http://pitchfork.com/reviews/albums/17139-the-tempest/
Menomena,Moms, Barsuk,2012,Laura Snapes, 8.0 , ,2012-09-13,http://pitchfork.com/reviews/albums/17035-moms/
Field Report,Field Report, Partisan,2012,Harley Brown, 6.6 , ,2012-09-13,http://pitchfork.com/reviews/albums/17103-field-report/
Clark,Fantasm Planes EP, Warp,2012,Nick Neyland, 4.8 , ,2012-09-13,http://pitchfork.com/reviews/albums/16983-fantasm-planes/
Turbo Fruits,Butter, Serpents and Snakes,2012,Evan Minsker, 5.3 , ,2012-09-13,http://pitchfork.com/reviews/albums/17141-butter/
Thee Oh Sees,Putrifiers II, In the Red,2012,Stuart Berman, 8.1 , ,2012-09-12,http://pitchfork.com/reviews/albums/17029-putrifiers-ii/
Angel Olsen,Half Way Home, Bathetic,2012,Laura Snapes, 8.0 , ,2012-09-12,http://pitchfork.com/reviews/albums/17154-half-way-home/
The Raveonettes,Observator, Vice,2012,Stephen M. Deusner, 5.6 , ,2012-09-12,http://pitchfork.com/reviews/albums/17027-observator/
The Music Tapes,Mary's Voice, Merge,2012,Paul Thompson, 7.1 , ,2012-09-12,http://pitchfork.com/reviews/albums/16986-marys-voice/
John Tejada,The Predicting Machine, Kompakt,2012,Mark Pytlik, 6.9 , ,2012-09-12,http://pitchfork.com/reviews/albums/17031-the-predicting-machine/
David Byrne & St. Vincent,Love This Giant, 4AD / Todo Mundo,2012,Eric Harvey, 5.9 , ,2012-09-11,http://pitchfork.com/reviews/albums/17026-love-this-giant/
Cult of Youth,Love Will Prevail, Sacred Bones,2012,Stuart Berman, 8.0 , ,2012-09-11,http://pitchfork.com/reviews/albums/16987-love-will-prevail/
